age,sex,zone,mc,vage,bonus,duration,freq,sev
45,2,4,6,2,7,4.92,1,2480
45,2,2,5,17,3,2,0,0
52,2,4,3,6,7,4.09,0,0
39,2,2,4,0,1,0.42,0,0
61,2,2,5,6,3,1,0,0
49,1,3,3,5,1,0.47,0,0
44,2,4,1,42,1,3.95,0,0
37,2,4,3,0,2,1.43,0,0
19,2,4,1,9,2,1.41,0,0
26,2,2,3,4,2,1.72,0,0
35,2,1,3,22,1,0.98,0,0
39,1,3,6,14,5,0.94,0,0
53,1,1,4,12,1,0.04,0,0
27,2,4,4,26,4,0,0,0
43,2,3,4,20,2,0.5,0,0
53,2,6,2,6,3,1,0,0
53,2,4,5,4,6,0.56,0,0
48,2,4,5,15,5,2,0,0
48,2,4,4,16,5,1,0,0
55,2,6,4,14,7,1,0,0
59,2,1,1,44,2,0,0,0
25,2,2,3,7,6,0.9,0,0
39,2,3,4,7,7,0.92,0,0
46,2,5,3,1,3,0.98,0,0
65,2,4,2,31,1,0.97,0,0
27,2,3,3,1,3,0.5,0,0
32,2,2,3,4,7,0.53,0,0
63,2,2,5,8,7,0.83,0,0
46,2,4,2,1,7,2.15,0,0
53,2,3,3,4,3,1.5,0,0
27,2,6,3,5,1,0.57,0,0
19,2,4,3,4,1,0.54,0,0
50,1,4,1,7,7,0.91,0,0
47,2,2,1,18,3,0.21,0,0
26,2,4,5,3,4,0.21,0,0
31,2,1,4,22,7,0.51,0,0
34,2,6,5,12,3,0.5,0,0
59,2,2,4,15,4,1,0,0
28,2,1,3,8,6,1,0,0
53,2,3,3,1,1,2.53,0,0
41,1,4,3,3,6,1,0,0
46,2,4,4,19,7,2.96,0,0
60,1,1,3,13,1,0.73,0,0
25,2,1,3,15,2,0.54,0,0
31,1,4,2,2,1,0.5,0,0
47,1,4,6,15,5,1,0,0
42,1,3,3,13,1,0.42,0,0
36,2,4,6,1,5,0.55,0,0
48,2,2,3,5,3,2.5,0,0
49,1,4,3,4,1,0.42,0,0
48,1,1,3,15,5,0.36,0,0
44,2,2,2,16,6,0.93,0,0
55,2,1,3,5,3,0.28,0,0
27,2,5,5,6,3,0.5,0,0
49,2,4,6,11,2,0.48,0,0
67,2,2,3,4,2,0.97,0,0
42,2,3,3,5,2,0.58,0,0
47,2,4,3,22,7,0.84,0,0
26,1,2,5,8,7,0.68,0,0
39,1,2,5,11,5,0.25,0,0
22,2,3,4,2,2,0.58,0,0
25,2,3,6,3,5,0.5,0,0
44,2,4,5,2,6,0.5,0,0
43,1,2,5,3,7,0.5,0,0
25,2,4,3,4,2,1,0,0
54,2,3,2,16,6,0.92,0,0
26,2,1,4,15,3,0.37,0,0
48,2,4,3,8,7,4.97,0,0
24,1,3,4,15,2,0.5,0,0
51,2,4,4,4,3,1.85,0,0
42,2,4,2,3,1,0.97,0,0
47,1,1,3,15,2,0.93,0,0
41,1,6,4,8,4,0.94,0,0
25,2,1,6,9,4,0.35,0,0
30,2,4,5,2,7,1.24,0,0
75,1,4,6,16,7,0.47,0,0
42,1,4,4,17,5,0.59,0,0
51,2,3,5,1,2,0.5,0,0
43,1,4,3,13,2,0.5,0,0
37,2,1,4,15,4,0.66,0,0
32,2,2,5,11,4,0.77,0,0
38,2,6,5,3,7,0.5,0,0
56,2,3,5,17,1,0.5,0,0
36,2,4,2,16,7,0.47,0,0
47,1,2,3,3,4,0.5,0,0
28,2,3,5,1,7,2.1,0,0
30,1,4,5,17,3,0.41,0,0
50,2,4,4,0,2,0.81,0,0
45,2,5,3,16,7,0.61,0,0
28,2,5,6,9,2,0.75,0,0
55,1,4,4,11,4,0.25,0,0
53,2,3,3,9,1,0.5,0,0
44,1,6,5,11,1,0.25,0,0
59,2,2,1,1,7,0.95,0,0
30,2,6,3,8,3,0.5,0,0
51,1,6,4,18,7,1,0,0
25,2,4,3,20,7,0.42,0,0
42,2,4,4,12,2,0.04,0,0
45,2,2,5,12,7,1.89,0,0
53,1,4,1,26,4,0.5,0,0
43,2,4,4,1,7,5.65,0,0
59,2,2,5,13,5,0.65,0,0
26,2,4,3,0,5,0.34,0,0
52,2,4,3,4,2,1.57,0,0
37,2,4,1,18,4,1,0,0
49,2,3,6,0,7,1.58,0,0
43,1,2,3,13,2,0.08,0,0
59,2,4,3,1,3,1.31,0,0
52,2,3,3,2,4,0.62,0,0
38,2,1,7,2,7,0,0,0
44,2,4,5,14,4,1.84,0,0
25,2,4,1,7,6,0.31,0,0
47,2,4,1,5,2,1,0,0
30,1,3,3,15,3,0.5,0,0
49,2,4,3,14,2,5.33,0,0
57,2,4,6,18,4,1,0,0
46,2,1,5,14,7,0.45,0,0
48,2,2,4,19,2,0.24,0,0
22,2,2,3,16,2,1.2,0,0
55,2,4,5,9,7,2.99,0,0
29,2,4,6,15,6,1.5,0,0
23,2,1,5,4,4,0,0,0
53,2,4,3,12,7,0.5,0,0
52,2,1,5,2,7,1.5,0,0
57,2,3,5,13,1,0.42,0,0
48,2,6,5,20,2,0.5,0,0
45,1,4,1,35,1,0.95,0,0
52,2,4,1,3,7,2.97,0,0
39,2,3,3,17,7,1.93,0,0
51,2,2,1,36,3,0.46,0,0
39,2,6,2,19,4,0.52,0,0
43,2,3,5,19,6,1.46,0,0
40,2,4,3,19,7,3.17,0,0
52,2,4,4,21,4,0.5,0,0
44,1,4,2,20,1,0.5,0,0
28,2,4,5,18,3,1,0,0
63,2,3,2,13,7,1,0,0
50,2,3,3,1,4,0.04,0,0
19,2,2,1,10,3,0.56,0,0
29,2,1,5,8,7,2.01,0,0
53,2,3,4,19,3,0,0,0
49,2,2,1,7,6,0.95,0,0
49,2,4,6,3,4,0.58,0,0
34,2,3,5,15,1,0.29,0,0
70,2,3,2,9,1,0.96,0,0
53,2,5,5,16,1,0.5,0,0
49,1,2,3,2,3,0.5,0,0
34,2,4,5,16,3,0.9,0,0
43,2,6,6,14,2,0.68,0,0
41,2,1,5,15,1,0.55,0,0
36,2,1,3,4,2,0.47,0,0
48,2,4,3,26,5,0.18,0,0
39,2,4,3,8,7,0.23,0,0
52,2,5,3,19,3,0.03,0,0
23,2,4,1,5,1,0.38,0,0
43,1,4,3,12,1,0.05,0,0
50,2,3,4,13,1,0.43,0,0
49,2,2,5,17,1,0.43,0,0
62,2,4,3,12,2,0.33,0,0
41,2,3,1,15,7,0.55,0,0
48,2,4,1,48,4,0.5,0,0
33,1,3,5,14,5,0.5,0,0
43,2,1,3,19,2,0.19,0,0
43,1,2,3,4,7,2.3,0,0
38,2,3,5,16,3,0.98,0,0
45,2,4,4,47,7,1,0,0
42,2,5,2,22,3,0.7,0,0
23,2,4,5,2,3,0.41,0,0
26,2,5,6,15,7,1,0,0
26,2,3,5,2,7,0.5,0,0
34,2,3,3,5,1,0.6,0,0
54,2,4,4,1,1,0.94,0,0
41,2,2,2,7,7,0.75,0,0
31,1,3,5,22,2,0,0,0
45,2,2,3,19,1,0.42,0,0
42,1,4,3,17,6,1,0,0
49,1,3,3,3,1,0.46,0,0
24,2,3,4,1,3,1.58,0,0
42,2,5,6,7,2,0.5,0,0
47,2,2,4,9,2,0.5,0,0
52,2,4,3,19,3,1,0,0
56,2,2,4,3,7,1.96,0,0
66,2,4,4,18,7,0.5,0,0
50,2,1,5,13,6,1,0,0
55,2,3,4,12,7,1.25,0,0
45,1,2,4,7,7,0.5,0,0
31,2,2,3,32,2,0.49,0,0
45,1,4,3,25,6,0,0,0
40,2,4,3,16,2,2.19,0,0
62,2,3,3,14,7,1,0,0
27,2,3,5,13,5,0.5,0,0
45,2,6,4,1,1,1.04,0,0
59,2,2,5,8,7,0.75,0,0
61,2,4,4,7,1,0,0,0
43,1,3,3,9,6,1,0,0
52,2,2,1,16,7,0.75,0,0
38,2,1,3,13,6,0.13,0,0
28,2,2,6,10,1,1.47,0,0
60,2,2,5,18,7,0.5,0,0
49,1,4,6,14,2,0.12,0,0
38,2,6,3,3,7,0.46,0,0
26,2,1,5,0,7,0.11,0,0
43,2,4,2,15,4,1.58,0,0
27,1,4,3,0,1,0.79,0,0
50,2,2,3,16,2,3.53,1,6525
24,2,4,6,6,1,0.7,0,0
64,1,4,6,7,4,0.24,0,0
22,2,2,7,5,1,0,0,0
43,2,1,3,19,1,0.62,0,0
33,2,6,3,2,2,0.5,0,0
25,2,3,6,6,5,0.58,0,0
61,2,4,1,46,3,1,0,0
48,2,4,3,19,7,3.99,0,0
43,2,4,4,0,1,0.11,0,0
23,2,2,2,14,1,0.18,1,6000
63,2,4,1,55,1,0.5,0,0
47,2,3,3,16,5,1,0,0
29,2,1,4,16,5,0.5,0,0
24,2,4,4,11,2,0.94,0,0
61,2,4,5,18,3,0.93,0,0
41,2,1,4,12,3,1,0,0
27,1,4,5,16,2,0.5,0,0
51,2,3,3,13,5,0.5,0,0
43,1,4,4,2,4,0.5,0,0
54,2,4,6,14,4,1.98,0,0
56,2,6,3,17,7,1,0,0
47,1,3,4,16,3,0.92,0,0
58,2,4,4,16,3,1.64,0,0
61,2,3,5,18,7,1.97,0,0
43,2,2,3,25,7,0.44,0,0
46,2,4,3,11,1,1.22,0,0
61,2,3,6,12,4,1,0,0
64,2,3,5,17,1,0.48,0,0
47,2,3,5,16,4,1.5,0,0
47,2,2,3,17,7,2.62,0,0
24,2,4,1,45,4,0.89,0,0
61,2,4,1,21,7,0.29,0,0
47,2,1,2,9,3,0.34,0,0
69,2,4,3,3,1,0.99,0,0
52,2,2,4,14,1,1.94,0,0
63,2,3,2,41,6,1,0,0
47,1,3,4,2,7,0.1,0,0
39,2,2,3,15,2,0.5,0,0
21,2,4,4,1,3,0.83,0,0
37,2,1,3,13,1,1.69,0,0
74,2,6,3,2,7,0.96,0,0
66,2,4,4,17,1,1,0,0
31,2,2,4,22,1,0.69,0,0
50,2,4,5,17,3,1.93,0,0
26,2,3,5,5,7,0.07,0,0
59,2,4,5,16,3,1.56,0,0
52,2,1,5,14,2,0.74,0,0
32,1,4,3,16,1,1.99,0,0
46,1,4,5,17,2,0,0,0
41,2,3,2,1,7,0.96,0,0
43,2,1,4,0,7,0.53,0,0
57,2,2,2,45,7,1.71,0,0
22,2,4,6,3,4,0.83,0,0
51,2,2,1,3,4,0.3,0,0
23,2,2,5,6,5,0.37,0,0
24,2,4,6,8,7,0.4,0,0
34,2,4,5,9,7,1.13,0,0
35,2,5,4,19,5,0.97,0,0
22,2,2,2,17,1,0.95,0,0
33,2,4,1,27,1,0.23,0,0
49,2,3,6,19,7,1.73,0,0
61,2,4,3,17,4,1.49,0,0
40,2,5,5,16,7,0.02,0,0
48,1,4,5,16,7,1.49,0,0
41,2,3,6,7,1,0.24,0,0
48,1,3,1,11,1,0.42,0,0
32,2,4,4,24,6,1,0,0
53,2,4,3,22,1,0.44,0,0
47,2,4,6,1,3,0.01,0,0
45,2,4,2,17,5,0.5,0,0
56,2,1,3,2,2,0.5,0,0
48,2,1,2,2,1,0.15,0,0
54,2,6,6,14,7,1.82,0,0
64,2,4,6,14,2,0.48,0,0
45,2,4,5,8,2,0.64,0,0
75,2,4,3,49,7,0.5,0,0
52,2,4,4,8,5,2.35,0,0
46,2,4,3,9,1,1.21,0,0
20,2,3,2,9,1,0.78,0,0
44,2,4,3,9,1,0.93,0,0
59,2,4,5,18,4,0.5,0,0
36,2,2,5,2,7,1.29,0,0
34,2,1,1,39,7,1,0,0
41,2,4,1,36,2,1,0,0
42,1,1,2,2,2,0.75,0,0
42,1,4,2,17,7,1,0,0
31,2,4,5,15,5,1.99,0,0
47,2,6,6,10,7,1.68,0,0
30,2,1,3,24,6,1,0,0
51,1,4,4,12,1,0.92,0,0
44,2,1,3,4,3,0.5,0,0
58,2,1,5,14,2,0.04,0,0
58,2,1,5,19,7,1,0,0
64,2,2,3,0,4,0.41,0,0
60,2,4,3,0,4,0.27,0,0
52,2,3,3,0,7,1.13,0,0
32,2,4,3,6,7,2.21,0,0
46,2,6,5,18,5,0.5,0,0
45,2,6,5,1,5,0.45,0,0
51,2,4,6,19,2,0.5,0,0
48,2,4,6,14,4,2.99,0,0
45,2,4,4,21,1,2.75,0,0
29,2,1,5,7,1,0,0,0
50,2,4,5,3,6,0.5,0,0
47,2,2,4,3,1,0.51,0,0
57,2,4,2,18,1,1,0,0
28,2,6,3,34,3,0.48,0,0
50,1,5,5,18,7,0.45,0,0
28,2,3,5,5,7,0.41,0,0
31,2,1,4,23,7,0.25,0,0
62,2,1,5,17,7,0.07,0,0
16,2,4,3,6,1,2.52,0,0
28,1,1,3,6,7,0.5,0,0
41,2,6,2,3,4,1,0,0
27,2,1,5,5,3,0.54,0,0
33,2,4,4,15,7,0.17,0,0
25,2,4,3,12,1,1.26,0,0
27,2,4,6,15,3,0.95,0,0
52,2,4,4,10,4,0.86,0,0
52,1,3,3,15,7,1,0,0
47,2,6,5,19,4,0.5,0,0
30,2,4,2,5,3,0.32,0,0
24,2,4,4,3,4,0.61,0,0
41,1,3,3,12,5,0.45,0,0
22,2,4,6,6,4,1.46,0,0
43,2,4,1,43,1,0.2,0,0
54,2,1,5,1,2,0.25,0,0
61,2,3,3,15,7,1.54,0,0
29,2,2,5,10,6,0.82,0,0
49,2,3,3,16,1,1.6,0,0
52,2,2,3,3,6,0.67,0,0
49,2,2,3,17,2,1.01,0,0
34,2,4,7,4,7,0.5,0,0
44,2,4,2,18,7,2.86,0,0
41,2,2,5,1,7,1.67,0,0
23,1,2,4,14,2,0.44,0,0
58,2,4,6,13,7,3.1,0,0
35,1,6,6,8,7,0.18,0,0
65,2,4,4,6,6,0.5,0,0
43,1,3,3,2,7,2.95,0,0
17,2,3,2,16,1,0.95,0,0
46,2,4,3,21,3,0.5,0,0
30,1,1,1,37,6,0.23,0,0
46,2,2,3,13,7,0.42,0,0
48,2,4,5,1,4,0.93,0,0
29,2,4,3,0,1,0.15,0,0
32,2,4,1,36,1,0.34,0,0
41,2,5,6,2,7,1.47,0,0
54,2,4,4,4,3,1.08,0,0
50,2,2,3,22,7,0.5,0,0
57,2,2,1,22,1,0.99,0,0
23,1,4,3,16,2,1,0,0
29,2,1,3,7,4,0.61,0,0
42,2,4,6,1,4,0.83,0,0
31,2,4,6,7,4,0.12,0,0
19,2,1,3,13,4,0.27,0,0
20,2,4,1,11,1,0.29,0,0
21,2,6,5,12,1,0,0,0
42,2,1,1,1,1,0.98,0,0
56,2,2,1,36,1,0.5,0,0
25,2,3,5,8,6,0.43,0,0
55,2,4,4,18,2,0.58,0,0
42,2,2,2,17,2,0.25,0,0
59,2,4,1,36,1,1,0,0
18,2,4,2,13,1,9.41,0,0
47,2,3,4,7,4,0.75,0,0
25,2,4,4,4,5,1,0,0
17,2,3,1,11,1,0.5,0,0
48,2,4,4,22,7,1.32,0,0
62,2,2,3,3,4,0.5,0,0
57,1,4,4,5,7,0.59,0,0
29,2,3,3,1,7,0.92,0,0
49,2,4,1,35,4,1,0,0
58,2,1,6,16,7,1.44,0,0
35,2,6,6,14,1,0,0,0
60,2,1,3,2,1,0.5,0,0
58,2,4,4,11,5,0.5,0,0
24,2,2,3,2,1,0.76,0,0
42,2,3,1,2,1,0.97,0,0
46,2,1,3,7,1,0.75,0,0
28,2,3,4,11,5,1,0,0
58,2,6,6,18,5,0.5,0,0
49,2,1,1,18,2,0.93,0,0
36,2,1,4,15,5,0.93,0,0
42,1,4,4,8,7,1,0,0
39,2,3,3,18,7,0.57,0,0
26,2,3,5,14,4,0.67,0,0
31,2,4,4,14,1,0.93,0,0
47,2,3,2,15,1,1.21,0,0
38,2,2,3,4,5,0.5,0,0
61,1,4,6,11,1,0.2,0,0
36,1,2,5,13,1,0.02,0,0
61,2,4,3,24,4,0.5,0,0
25,2,4,7,6,5,0.67,0,0
19,2,3,3,9,1,1.74,0,0
50,2,6,6,11,7,0.43,0,0
32,2,4,4,6,5,0.96,0,0
39,2,4,3,23,7,0.95,0,0
64,2,4,3,34,7,0.98,0,0
30,2,1,5,15,5,1.05,0,0
28,2,3,6,5,3,0.47,0,0
53,2,4,6,4,7,2.5,0,0
45,2,4,4,19,2,1.27,0,0
42,2,2,6,0,2,0.39,0,0
27,1,5,5,13,2,0.92,0,0
50,2,2,4,16,3,1.85,0,0
56,1,2,1,40,1,1,0,0
52,2,4,5,20,1,1,0,0
54,2,4,5,13,3,0.5,0,0
42,2,1,6,0,7,0,0,0
57,2,4,2,6,3,0.5,0,0
52,2,2,5,19,7,1,0,0
25,2,4,6,6,3,0.09,0,0
49,2,2,6,8,1,0.92,0,0
49,2,3,5,16,5,0.5,0,0
47,2,4,6,15,7,20.79,0,0
30,2,6,3,6,7,0.99,0,0
36,2,3,3,9,7,0.53,0,0
56,2,3,6,15,7,2.98,0,0
34,2,3,3,14,7,1,0,0
49,2,1,5,4,7,1,0,0
54,2,3,3,5,6,0.5,0,0
46,2,3,2,52,2,0.47,0,0
30,2,3,6,13,6,0.48,0,0
51,1,4,2,7,7,0.95,0,0
43,2,6,1,14,1,0.48,0,0
49,2,2,3,1,3,1.48,0,0
38,1,4,3,12,5,0.47,0,0
52,2,4,3,2,2,6.94,0,0
52,2,3,1,52,4,0.47,0,0
25,2,6,3,16,2,0.49,1,11452
48,2,2,3,7,7,3.2,0,0
46,2,1,3,15,6,1,0,0
46,2,5,6,20,6,1,0,0
25,1,3,4,2,2,0.04,0,0
20,2,3,1,12,1,0.76,0,0
26,2,3,7,1,4,0,0,0
58,2,1,4,5,6,0.5,0,0
24,1,1,4,13,7,0,0,0
34,1,3,3,12,2,0.19,0,0
49,1,3,5,8,7,0.97,0,0
43,1,1,4,31,6,1.08,0,0
25,2,4,2,0,1,0.01,0,0
46,2,4,4,13,6,0.5,0,0
51,2,6,3,6,1,0.5,0,0
47,2,5,3,4,7,1.42,0,0
33,2,1,6,9,2,1,0,0
26,2,1,5,5,2,0.01,0,0
54,1,3,6,7,4,0.34,0,0
47,2,2,4,3,2,1,0,0
71,2,3,4,19,7,0.22,0,0
52,2,1,5,14,5,0.43,0,0
25,2,1,5,13,3,0.04,0,0
60,2,4,5,14,7,3.92,0,0
26,2,4,3,5,1,1.22,0,0
44,2,5,4,15,7,2.26,0,0
23,2,2,6,17,2,0.25,0,0
26,1,4,3,4,2,0.92,0,0
63,2,4,3,10,1,1,0,0
27,1,2,5,12,2,0.06,0,0
61,2,3,5,9,7,1,0,0
22,2,2,4,4,3,0.69,0,0
44,2,4,3,9,7,3.94,0,0
48,2,2,4,1,3,0.57,0,0
25,2,5,6,5,1,0.82,0,0
51,2,4,1,2,7,2.65,0,0
68,2,1,3,16,4,1.5,0,0
47,2,4,5,28,2,0.01,0,0
55,2,1,3,0,5,0.3,0,0
27,2,3,5,16,3,1.18,0,0
44,1,2,1,7,7,0.92,0,0
45,2,1,4,3,1,0.47,0,0
35,2,2,3,14,3,0.5,0,0
60,2,4,2,38,2,1,0,0
32,2,6,6,11,7,0.96,0,0
59,2,4,3,4,3,1.83,0,0
24,2,1,1,2,1,0.5,0,0
51,2,4,5,0,3,0.11,0,0
41,2,4,3,15,2,1.34,0,0
50,2,6,6,14,7,1.59,0,0
33,2,3,3,13,7,0.93,0,0
48,2,3,6,16,7,4,0,0
50,2,4,4,19,2,0.5,0,0
35,2,4,4,18,6,1,0,0
60,2,4,4,14,1,1.98,0,0
48,2,2,1,13,6,0.17,0,0
25,2,4,7,4,1,0.62,0,0
45,1,2,4,16,3,0.67,0,0
52,2,3,2,31,7,0.5,0,0
41,2,3,4,11,2,0.44,0,0
49,2,4,3,19,1,1,0,0
53,2,4,5,5,3,0.01,0,0
21,2,1,4,6,4,0.58,0,0
52,1,3,3,5,6,1,0,0
42,2,3,3,25,1,0.5,0,0
18,2,1,3,5,3,0.25,0,0
16,1,4,1,10,1,0.34,0,0
27,2,4,4,17,5,0,0,0
53,2,4,1,5,4,1,0,0
39,2,4,4,25,7,1,0,0
30,2,3,3,2,7,0.5,0,0
42,2,4,1,6,7,1,0,0
34,2,4,3,12,4,0.21,0,0
38,2,3,1,42,1,0.93,0,0
42,2,4,2,17,1,1.95,0,0
44,2,2,3,1,7,8.9,1,36770
40,2,2,5,7,7,0.96,0,0
45,2,2,3,14,2,1.62,0,0
57,2,2,4,16,6,0.5,0,0
51,2,1,5,3,7,1.31,0,0
51,2,4,2,15,1,1.93,0,0
53,2,1,3,7,2,0.5,0,0
29,2,2,3,8,2,1.4,0,0
21,2,4,5,18,1,1.42,0,0
62,2,4,6,11,6,0.14,0,0
61,2,4,3,14,2,1.58,0,0
42,2,3,3,28,4,0,0,0
53,2,1,5,18,6,0.5,0,0
53,1,4,4,18,7,1,0,0
59,2,4,5,0,7,0.93,0,0
35,2,3,3,6,4,0.3,0,0
27,2,1,5,8,2,0.22,0,0
53,2,4,3,32,1,0.29,0,0
33,1,4,3,3,5,1,0,0
57,2,3,4,11,5,0.5,0,0
49,2,2,3,11,1,0.17,0,0
50,2,2,3,8,1,0.45,0,0
51,2,4,3,0,2,0.5,0,0
66,2,4,1,4,2,0.94,0,0
46,2,1,1,14,7,1,0,0
20,1,3,3,16,1,0.94,0,0
20,2,4,3,17,2,0.88,0,0
52,2,4,6,12,7,6.59,0,0
55,1,3,4,18,3,0,0,0
23,2,4,4,4,1,0.88,0,0
51,2,3,2,56,2,0.96,0,0
53,2,6,3,3,7,0.96,0,0
23,2,4,3,4,4,0.55,0,0
32,1,4,6,10,7,0.72,0,0
57,2,4,3,8,5,0.5,0,0
33,2,1,3,3,7,1.2,0,0
22,2,4,3,6,1,1.75,0,0
24,2,1,3,24,1,0.47,0,0
42,2,1,4,15,2,0.25,0,0
50,2,1,3,19,3,1,0,0
47,2,2,4,15,7,2.46,0,0
47,2,4,3,14,6,0.5,0,0
59,2,4,3,26,2,1,0,0
27,2,1,1,21,2,0,0,0
48,2,4,2,16,1,1.92,0,0
52,1,6,3,17,7,0.97,0,0
41,2,6,1,17,7,1,0,0
43,2,3,3,2,2,2.35,0,0
53,2,1,5,4,7,1.79,0,0
35,2,3,6,4,1,0.79,0,0
24,2,3,4,5,7,0.69,0,0
25,2,4,4,18,3,0.96,0,0
23,1,4,2,13,2,0.27,0,0
25,1,2,4,12,1,0.02,0,0
41,2,4,3,16,3,1,0,0
50,1,1,3,14,1,0.45,0,0
23,1,4,3,3,4,0.5,0,0
43,2,1,2,16,1,0.6,0,0
59,2,6,3,1,2,0.46,0,0
71,2,4,3,1,1,0.94,0,0
32,2,5,4,2,7,0.28,0,0
52,2,4,3,11,2,1.38,0,0
28,2,6,4,1,6,0.48,0,0
52,2,4,3,18,1,1,0,0
29,2,2,5,16,1,0.46,0,0
22,2,6,6,12,1,0.3,0,0
32,2,5,5,18,1,0.25,0,0
47,2,3,4,13,7,1.01,0,0
49,2,3,5,19,1,0.95,0,0
32,2,1,6,13,7,0.35,0,0
59,2,1,6,16,1,0.43,0,0
54,2,1,6,12,7,1.11,0,0
28,2,4,2,1,5,0.5,0,0
56,2,3,4,4,1,0.97,0,0
53,2,4,4,16,4,3,0,0
26,2,4,5,10,4,1.5,0,0
41,2,4,6,7,6,1.46,0,0
19,2,6,5,9,1,0.45,0,0
60,1,4,3,0,7,0.4,0,0
27,2,3,3,26,7,0.48,0,0
26,2,2,6,9,4,0.08,0,0
20,2,2,1,11,2,1,0,0
42,1,1,3,14,4,0.12,0,0
24,2,1,1,2,2,0.6,1,18000
23,2,1,5,11,2,0.5,0,0
40,2,4,6,16,7,7.66,0,0
18,2,3,1,14,2,1.41,0,0
51,2,3,4,16,7,1.5,0,0
48,2,3,5,14,7,4.95,0,0
68,2,4,1,46,2,0.5,0,0
74,2,2,3,19,7,1,0,0
42,2,1,2,14,1,0.51,0,0
59,2,4,3,16,6,0.99,0,0
53,2,4,3,2,6,1.5,0,0
31,1,1,6,11,4,1,0,0
20,2,4,1,19,2,0.47,0,0
46,1,4,5,17,1,0.94,0,0
52,2,6,3,0,2,0.15,0,0
30,2,1,5,1,7,1.75,0,0
55,2,3,4,11,3,0.25,0,0
52,2,2,4,7,7,1,0,0
43,2,4,4,26,7,3.46,0,0
37,2,4,5,21,1,0.82,0,0
45,2,2,3,5,7,0.5,0,0
50,2,4,4,6,7,4,0,0
35,2,1,5,9,1,1,0,0
48,2,7,5,13,7,1,0,0
21,2,4,3,17,3,0.5,0,0
61,2,4,4,16,3,1.25,0,0
36,2,4,6,20,7,1,0,0
36,1,4,6,12,7,0.18,0,0
30,2,4,3,33,7,1,0,0
30,2,1,3,14,2,0.45,0,0
74,2,4,1,1,7,1.22,0,0
57,2,3,4,6,7,0.95,0,0
52,2,4,4,18,6,1.91,0,0
46,1,2,5,9,7,0.5,0,0
48,2,6,2,17,2,0.96,0,0
46,1,4,3,14,2,1,0,0
44,2,4,2,6,7,1.06,0,0
25,2,3,5,14,2,1.96,0,0
26,2,1,1,31,1,0.65,0,0
39,2,1,3,11,3,0.48,0,0
42,2,1,3,0,1,0.88,0,0
23,2,4,4,8,4,1,0,0
52,2,6,3,1,2,0.27,0,0
63,2,6,5,21,1,0.98,0,0
65,2,6,3,2,7,1,0,0
55,2,4,3,1,2,2.84,0,0
44,2,4,3,29,2,0.5,0,0
27,1,1,4,7,5,0.48,0,0
25,2,4,6,5,3,1.4,0,0
27,2,3,6,6,4,0.58,0,0
28,2,4,5,10,6,1.34,0,0
41,2,3,3,12,1,1.15,0,0
46,2,6,3,1,7,0.5,0,0
45,2,1,3,12,7,0.4,0,0
25,2,4,6,3,6,1.47,0,0
48,1,4,3,17,5,1,0,0
41,2,4,3,22,6,0.95,0,0
24,2,1,5,0,5,0.27,0,0
50,1,4,3,19,1,0.91,0,0
56,2,1,3,5,3,0.5,0,0
39,2,4,4,23,7,1.49,0,0
47,2,4,5,18,7,14.82,0,0
52,2,2,4,11,5,0.46,0,0
27,2,2,5,6,2,0.25,0,0
58,2,5,4,17,7,1,0,0
62,2,5,3,46,1,1,0,0
47,1,4,6,16,7,1.48,0,0
51,2,3,3,11,7,1.94,0,0
52,2,2,4,14,4,1.34,0,0
61,2,2,6,14,1,0.5,0,0
39,2,3,6,7,1,0.3,0,0
45,2,3,4,9,7,2.13,0,0
30,2,1,5,18,2,2,0,0
43,2,3,3,13,2,1.25,0,0
48,2,6,3,6,4,0.96,0,0
53,2,4,6,20,2,0.5,0,0
54,2,3,6,5,7,2,0,0
33,2,4,1,65,2,0.22,0,0
65,2,2,3,3,7,1,0,0
48,2,2,3,13,7,0.76,0,0
57,2,4,3,25,4,0.5,0,0
24,2,3,6,6,3,0.36,0,0
19,2,4,3,15,2,1.47,0,0
45,2,2,1,5,7,0.44,0,0
31,2,2,5,13,1,0.2,0,0
28,2,4,5,6,7,2.15,0,0
24,2,3,6,8,1,0.08,0,0
35,2,4,6,14,2,0.5,0,0
52,1,1,2,1,1,0.36,0,0
60,2,1,5,17,1,0.5,0,0
63,2,6,3,17,1,0,0,0
45,2,4,5,12,3,0.65,0,0
58,1,4,5,15,7,0.5,0,0
48,2,2,3,8,7,1.48,0,0
30,2,6,4,1,2,0.5,0,0
49,2,4,3,33,7,1,0,0
46,2,1,3,1,3,0.55,0,0
30,2,2,3,5,7,1.13,0,0
59,2,3,1,11,7,0.12,1,221
33,2,4,4,15,4,0.48,0,0
47,2,1,2,12,1,0.6,0,0
22,2,3,4,22,3,0.5,0,0
18,1,3,1,27,1,0.99,0,0
32,1,4,2,13,2,0.96,0,0
54,2,4,3,16,3,5.61,0,0
47,2,2,6,3,7,2.67,0,0
60,2,4,1,44,5,0.16,0,0
62,2,4,4,10,7,0.33,0,0
42,2,4,4,2,1,0.96,0,0
51,2,4,5,5,3,0.5,0,0
49,2,3,6,12,6,1,0,0
49,2,4,2,2,2,1,0,0
55,2,4,1,13,7,1,0,0
62,2,2,5,17,7,1.76,0,0
57,2,1,2,3,3,0.5,0,0
30,1,4,4,16,5,0.48,0,0
60,2,3,5,8,7,0.95,0,0
